organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified
BU,TimeOFDay,H-P10-31-33,2021-05-29 07:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,27.38,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 07:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,7.88,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 07:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,39.51,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.23,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,50.24,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,23.30,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.73,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,34.79,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,18.19,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,12.93,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,36.31,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,24.74,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,57.88,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,45.53,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,31.50,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,6.44,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,47.78,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.89,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,20.93,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,2.85,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,17.64,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,50.68,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,16.49,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.85,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,52.28,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,4.65,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,36.55,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,48.89,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,9.75,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,40.33,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,50.85,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.74,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 08:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,2.93,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.70,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,24.53,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,40.85,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,8.63,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,11.76,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,22.21,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,47.33,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,17.01,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,34.15,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,56.66,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,51.13,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,21.48,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,55.63,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.68,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,37.53,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,31.38,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,11.25,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,5.48,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,46.91,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,29.16,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.26,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,9.10,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,33.34,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,15.71,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,4,52.68,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,24.04,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,49.10,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,39.65,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,9.54,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 09:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,58.36,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,19.11,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,28.20,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.01,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,55.44,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,46.90,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,45.70,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,6.15,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,37.59,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,14.76,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,58.48,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,1.84,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,34.90,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,22.83,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,12.20,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,43.04,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,51.35,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,19.15,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 10:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,27.74,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,22.31,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,14.99,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,5.16,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,7.91,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.63,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.39,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,4.96,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,31.63,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,9.04,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,24.26,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,19.58,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,41.11,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,58.34,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,47.58,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,56.46,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,21.70,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,38.36,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,16.25,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,35.56,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,20.26,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,14.44,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 11:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.38,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,42.98,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,26.01,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,15.03,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,57.31,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,19.36,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,54.50,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,37.00,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,3.35,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,9.76,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,5.63,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:20:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,13.56,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,42.15,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,13.88,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,0.60,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,50.80,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,32.33,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,15.90,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,29.28,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,38.69,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 12:40:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,3,17.20,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 13:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,10.79,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 13:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,19.78,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 13:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,41.39,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 13:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,1,53.10,Song,1,,false
BU,TimeOFDay,H-P10-31-33,2021-05-29 13:00:00,-115.543270,57.901690,60s None,Transcribed,Erin Bayne,OVEN,Ovenbird,Aves,2,29.98,Song,1,,false
